Ім'я Фамілія 1,Ім'я Фамілія 2,Результат 1,Результат 2,Турнір,Дата,Стадія,Дисципліна
Сергій Король,Євген Драгула,1,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,group,COMBINED_PYRAMID_CHANGES
Павло Бідзіля,Сергій Шерегій,2,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,group,COMBINED_PYRAMID_CHANGES
Василий Шеремета,Василий Богаш,0,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,group,COMBINED_PYRAMID_CHANGES
Володимир Шикітка,Артур Зелінко,0,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,group,COMBINED_PYRAMID_CHANGES
Олександр Сайков,Юрій Семко,0,4,Кубок Закарпатської області 2021,2021-11-27,final,
Олександр Сайков,Валерій Бабидорич,4,0,Кубок Закарпатської області 2021,2021-11-27,semifinal,
Микола Гуденко,Юрій Семко,3,4,Кубок Закарпатської області 2021,2021-11-27,semifinal,
Олександр Сайков,Василь Федина,4,1,Кубок Закарпатської області 2021,2021-11-27,quarterfinal,
Микола Шикітка,Валерій Бабидорич,1,4,Кубок Закарпатської області 2021,2021-11-27,quarterfinal,
Артур Зелінко,Микола Гуденко,1,4,Кубок Закарпатської області 2021,2021-11-27,quarterfinal,
Юрій Семко,Віктор Безега,4,3,Кубок Закарпатської області 2021,2021-11-27,quarterfinal,
Володимир Коротя,Павло Бідзіля,3,4,Кубок Закарпатської області 2021,2021-11-27,group,
Віктор Безега,Микола Гуденко,3,4,Кубок Закарпатської області 2021,2021-11-27,group,
Максим Король,Василь Федина,0,4,Кубок Закарпатської області 2021,2021-11-27,group,
Олександр Рогович,Артур Зелінко,2,4,Кубок Закарпатської області 2021,2021-11-27,group,
Юрий Хрущ,Василий Дешко,3,4,Кубок Закарпатської області 2021,2021-11-27,group,
Сергей Куранов,Даніель Шеремета,1,4,Кубок Закарпатської області 2021,2021-11-27,group,
Олександр Сайков,Павло Бідзіля,4,1,Кубок Закарпатської області 2021,2021-11-27,group,
Валентин Свалявчик,Євген Драгула,0,4,Кубок Закарпатської області 2021,2021-11-27,group,
Олександр Лизанець,Микола Гуденко,1,0,Кубок Закарпатської області 2021,2021-11-27,group,
Василь Федина,Микола Шикітка,1,4,Кубок Закарпатської області 2021,2021-11-27,group,
Ласло Варяші,Артур Зелінко,0,4,Кубок Закарпатської області 2021,2021-11-27,group,
Василий Дешко,Валерій Бабидорич,1,4,Кубок Закарпатської області 2021,2021-11-27,group,
Володимир Комарницький,Юрій Семко,0,4,Кубок Закарпатської області 2021,2021-11-27,group,
Даніель Шеремета,Сергій Король,4,0,Кубок Закарпатської області 2021,2021-11-27,group,
Олександр Сайков,Євген Драгула,4,2,Кубок Закарпатської області 2021,2021-11-27,group,
Микола Гуденко,Микола Шикітка,1,4,Кубок Закарпатської області 2021,2021-11-27,group,
Артур Зелінко,Валерій Бабидорич,4,3,Кубок Закарпатської області 2021,2021-11-27,group,
Юрій Семко,Даніель Шеремета,4,2,Кубок Закарпатської області 2021,2021-11-27,group,
Володимир Коротя,Сергій Король,4,0,Кубок Закарпатської області 2021,2021-11-27,group,
Віктор Безега,Василий Дешко,4,2,Кубок Закарпатської області 2021,2021-11-27,group,
Максим Король,Ласло Варяші,4,2,Кубок Закарпатської області 2021,2021-11-27,group,
Олександр Рогович,Василь Федина,0,4,Кубок Закарпатської області 2021,2021-11-27,group,
Юрий Хрущ,Олександр Лизанець,0,1,Кубок Закарпатської області 2021,2021-11-27,group,
Сергей Куранов,Павло Бідзіля,2,4,Кубок Закарпатської області 2021,2021-11-27,group,
Володимир Коротя,Володимир Комарницький,4,0,Кубок Закарпатської області 2021,2021-11-27,group,
Віктор Безега,Максим Король,4,0,Кубок Закарпатської області 2021,2021-11-27,group,
Василь Федина,Юрий Хрущ,4,3,Кубок Закарпатської області 2021,2021-11-27,group,
Валентин Свалявчик,Павло Бідзіля,1,4,Кубок Закарпатської області 2021,2021-11-27,group,
Володимир Коротя,Микола Гуденко,1,4,Кубок Закарпатської області 2021,2021-11-27,group,
Віктор Безега,Євген Драгула,4,2,Кубок Закарпатської області 2021,2021-11-27,group,
Василь Федина,Даніель Шеремета,4,1,Кубок Закарпатської області 2021,2021-11-27,group,
Павло Бідзіля,Валерій Бабидорич,0,4,Кубок Закарпатської області 2021,2021-11-27,group,
Олександр Рогович,Максим Король,4,0,Buffalo Ungvár Cup 1 ліга листопад 2021,2021-11-07,group,
Тетяна Ганич,Ласло Варяші,4,1,Buffalo Ungvár Cup 1 ліга листопад 2021,2021-11-07,group,
Олександр Рогович,Ласло Варяші,4,1,Buffalo Ungvár Cup 1 ліга листопад 2021,2021-11-07,group,
